

*******************************************************************************
Ephemeris / WWW_USER Tue Mar 19 06:16:18 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: SOHO (spacecraft) (-21)         {source: SOHO_merged}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1996-Feb-14 15:30:00.0000 TDB
Stop  time      : A.D. 1996-Feb-16 19:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2450128.145833333, A.D. 1996-Feb-14 15:30:00.0000, -1.207359143451899E+08,  8.293403863049150E+07,  3.564301614779234E+04, -1.715446473091361E+01, -2.432811453420420E+01,  4.873661106282867E-02,
2450128.146527778, A.D. 1996-Feb-14 15:31:00.0000, -1.207369436043600E+08,  8.293257894151804E+07,  3.564593842010200E+04, -1.715416510158251E+01, -2.432831377822146E+01,  4.873620588594818E-02,
2450128.147222222, A.D. 1996-Feb-14 15:32:00.0000, -1.207379728456644E+08,  8.293111924085325E+07,  3.564886034354195E+04, -1.715386546977872E+01, -2.432851301380310E+01,  4.873580228299979E-02,
2450128.147916667, A.D. 1996-Feb-14 15:33:00.0000, -1.207390020689888E+08,  8.292965952859883E+07,  3.565178205464035E+04, -1.715356583490641E+01, -2.432871224405923E+01,  4.873539930066784E-02,
2450128.148611111, A.D. 1996-Feb-14 15:34:00.0000, -1.207400312743088E+08,  8.292819980467600E+07,  3.565470361862704E+04, -1.715326619680345E+01, -2.432891146951603E+01,  4.873499672504344E-02,
2450128.149305556, A.D. 1996-Feb-14 15:35:00.0000, -1.207410604616031E+08,  8.292674006898968E+07,  3.565762510208786E+04, -1.715296655534842E+01, -2.432911069063293E+01,  4.873459436119276E-02,
2450128.150000000, A.D. 1996-Feb-14 15:36:00.0000, -1.207420896308506E+08,  8.292528032143709E+07,  3.566054657452926E+04, -1.715266691044904E+01, -2.432930990789277E+01,  4.873419200991691E-02,
2450128.150694444, A.D. 1996-Feb-14 15:37:00.0000, -1.207431187820310E+08,  8.292382056190947E+07,  3.566346810639650E+04, -1.715236726204750E+01, -2.432950912178107E+01,  4.873378947637441E-02,
2450128.151388889, A.D. 1996-Feb-14 15:38:00.0000, -1.207441479151260E+08,  8.292236079029404E+07,  3.566638976722583E+04, -1.715206761012480E+01, -2.432970833276505E+01,  4.873338657844606E-02,
2450128.152083333, A.D. 1996-Feb-14 15:39:00.0000, -1.207451770301199E+08,  8.292090100647590E+07,  3.566931162365898E+04, -1.715176795470417E+01, -2.432990754127327E+01,  4.873298315474450E-02,
