

*******************************************************************************
Ephemeris / WWW_USER Tue Mar 19 06:35:10 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1996-Jan-04 00:00:00.0000 TDB
Stop  time      : A.D. 1996-Jan-06 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2450086.500000000, A.D. 1996-Jan-04 00:00:00.0000, -3.297770242167690E+07,  1.433435572647292E+08,  1.542080942861736E+03, -2.950534885748078E+01, -6.791480830986667E+00,  4.079789056747885E-04,
2450086.500694444, A.D. 1996-Jan-04 00:01:00.0000, -3.297947274012595E+07,  1.433431497651720E+08,  1.542105417445302E+03, -2.950526611049657E+01, -6.791837743460071E+00,  4.078407490486491E-04,
2450086.501388889, A.D. 1996-Jan-04 00:02:00.0000, -3.298124305361008E+07,  1.433427422442001E+08,  1.542129883751273E+03, -2.950518335933750E+01, -6.792194654889409E+00,  4.077025814921420E-04,
2450086.502083333, A.D. 1996-Jan-04 00:03:00.0000, -3.298301336212899E+07,  1.433423347018135E+08,  1.542154341757298E+03, -2.950510060400358E+01, -6.792551565274658E+00,  4.075644030079317E-04,
2450086.502777778, A.D. 1996-Jan-04 00:04:00.0000, -3.298478366568247E+07,  1.433419271380122E+08,  1.542178791478276E+03, -2.950501784449479E+01, -6.792908474615796E+00,  4.074262135986828E-04,
2450086.503472222, A.D. 1996-Jan-04 00:05:00.0000, -3.298655396427025E+07,  1.433415195527965E+08,  1.542203232906759E+03, -2.950493508081120E+01, -6.793265382912800E+00,  4.072880132666157E-04,
2450086.504166667, A.D. 1996-Jan-04 00:06:00.0000, -3.298832425789208E+07,  1.433411119461663E+08,  1.542227666042745E+03, -2.950485231295277E+01, -6.793622290165645E+00,  4.071498020157271E-04,
2450086.504861111, A.D. 1996-Jan-04 00:07:00.0000, -3.299009454654772E+07,  1.433407043181217E+08,  1.542252090871334E+03, -2.950476954091956E+01, -6.793979196374312E+00,  4.070115798473495E-04,
2450086.505555556, A.D. 1996-Jan-04 00:08:00.0000, -3.299186483023691E+07,  1.433402966686628E+08,  1.542276507429779E+03, -2.950468676471158E+01, -6.794336101538770E+00,  4.068733467654795E-04,
2450086.506250000, A.D. 1996-Jan-04 00:09:00.0000, -3.299363510895941E+07,  1.433398889977895E+08,  1.542300915680826E+03, -2.950460398432881E+01, -6.794693005659004E+00,  4.067351027718935E-04,
