

*******************************************************************************
Ephemeris / WWW_USER Wed Mar 13 03:23:26 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1996-Feb-13 00:00:00.0000 TDB
Stop  time      : A.D. 1996-Feb-16 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.240312.p240605
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2024-MAR-12. PREDICTS-> 2024-JUN-04
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2450126.500000000, A.D. 1996-Feb-13 00:00:00.0000,  1.188936732576945E+08, -8.037489482817926E+07, -3.484702697412616E+07,  1.816773982542616E+01,  2.210016660243128E+01,  9.582727451396472E+00,
2450126.500694444, A.D. 1996-Feb-13 00:01:00.0000,  1.188947633132962E+08, -8.037356881216943E+07, -3.484645200787603E+07,  1.816744689620092E+01,  2.210036705748142E+01,  9.582814219451462E+00,
2450126.501388889, A.D. 1996-Feb-13 00:02:00.0000,  1.188958533513220E+08, -8.037224278413241E+07, -3.484587703641986E+07,  1.816715396410359E+01,  2.210056750936331E+01,  9.582900986105061E+00,
2450126.502083333, A.D. 1996-Feb-13 00:03:00.0000,  1.188969433717718E+08, -8.037091674406837E+07, -3.484530205975773E+07,  1.816686102913418E+01,  2.210076795807687E+01,  9.582987751357239E+00,
2450126.502777778, A.D. 1996-Feb-13 00:04:00.0000,  1.188980333746454E+08, -8.036959069197749E+07, -3.484472707788973E+07,  1.816656809129270E+01,  2.210096840362204E+01,  9.583074515207974E+00,
2450126.503472222, A.D. 1996-Feb-13 00:05:00.0000,  1.188991233599427E+08, -8.036826462785999E+07, -3.484415209081593E+07,  1.816627515057914E+01,  2.210116884599875E+01,  9.583161277657233E+00,
2450126.504166667, A.D. 1996-Feb-13 00:06:00.0000,  1.189002133276635E+08, -8.036693855171604E+07, -3.484357709853644E+07,  1.816598220699351E+01,  2.210136928520691E+01,  9.583248038704992E+00,
2450126.504861111, A.D. 1996-Feb-13 00:07:00.0000,  1.189013032778075E+08, -8.036561246354584E+07, -3.484300210105131E+07,  1.816568926053580E+01,  2.210156972124647E+01,  9.583334798351220E+00,
2450126.505555556, A.D. 1996-Feb-13 00:08:00.0000,  1.189023932103747E+08, -8.036428636334957E+07, -3.484242709836066E+07,  1.816539631120605E+01,  2.210177015411735E+01,  9.583421556595891E+00,
