

*******************************************************************************
Ephemeris / WWW_USER Wed Mar 13 03:30:06 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1996-Mar-19 00:00:00.0000 TDB
Stop  time      : A.D. 1996-Mar-22 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.240312.p240605
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2024-MAR-12. PREDICTS-> 2024-JUN-04
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2450161.500000000, A.D. 1996-Mar-19 00:00:00.0000,  3.675522353824618E+05, -4.792763948715199E+04, -5.473962299149832E+03,  1.722555482187311E-01,  9.951626399231516E-01,  3.363777939100067E-01,
2450161.500694444, A.D. 1996-Mar-19 00:01:00.0000,  3.675625655285582E+05, -4.786792904387198E+04, -5.453779553877913E+03,  1.720826547092724E-01,  9.951854645933139E-01,  3.363803802080710E-01,
2450161.501388889, A.D. 1996-Mar-19 00:02:00.0000,  3.675728853009926E+05, -4.780821723197887E+04, -5.433596653718360E+03,  1.719097594820708E-01,  9.952082603595021E-01,  3.363829568310783E-01,
2450161.502083333, A.D. 1996-Mar-19 00:03:00.0000,  3.675831946996618E+05, -4.774850405320690E+04, -5.413413599251679E+03,  1.717368625428602E-01,  9.952310272220031E-01,  3.363855237792920E-01,
2450161.502777778, A.D. 1996-Mar-19 00:04:00.0000,  3.675934937244636E+05, -4.768878950929028E+04, -5.393230391058338E+03,  1.715639638973750E-01,  9.952537651811050E-01,  3.363880810529764E-01,
2450161.503472222, A.D. 1996-Mar-19 00:05:00.0000,  3.676037823752955E+05, -4.762907360196324E+04, -5.373047029718806E+03,  1.713910635513491E-01,  9.952764742370969E-01,  3.363906286523960E-01,
2450161.504166667, A.D. 1996-Mar-19 00:06:00.0000,  3.676140606520558E+05, -4.756935633295991E+04, -5.352863515813528E+03,  1.712181615105160E-01,  9.952991543902698E-01,  3.363931665778155E-01,
2450161.504861111, A.D. 1996-Mar-19 00:07:00.0000,  3.676243285546430E+05, -4.750963770401445E+04, -5.332679849922943E+03,  1.710452577806089E-01,  9.953218056409154E-01,  3.363956948295004E-01,
2450161.505555556, A.D. 1996-Mar-19 00:08:00.0000,  3.676345860829558E+05, -4.744991771686104E+04, -5.312496032627462E+03,  1.708723523673609E-01,  9.953444279893265E-01,  3.363982134077163E-01,
