

*******************************************************************************
Ephemeris / WWW_USER Fri Mar 22 01:15:20 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: SOHO (spacecraft) (-21)         {source: SOHO_merged}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1995-Dec-02 00:02:00.0000 TDB
Stop  time      : A.D. 1995-Dec-05 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2450053.501388889, A.D. 1995-Dec-02 00:02:00.0000,  5.197261233910688E+07,  1.265566185778857E+08,  5.485850378118414E+07, -2.850571881787128E+01,  1.163385024311609E+01,  5.326427645658125E+00,
2450053.502083333, A.D. 1995-Dec-02 00:03:00.0000,  5.197090197640163E+07,  1.265573166415734E+08,  5.485882338551611E+07, -2.850635628362022E+01,  1.163494141307952E+01,  5.327067944091729E+00,
2450053.502777778, A.D. 1995-Dec-02 00:04:00.0000,  5.196919157575581E+07,  1.265580147707506E+08,  5.485914302866539E+07, -2.850699544099853E+01,  1.163603578330127E+01,  5.327709996320066E+00,
2450053.503472222, A.D. 1995-Dec-02 00:05:00.0000,  5.196748113694172E+07,  1.265587129656488E+08,  5.485946271062612E+07, -2.850763630152062E+01,  1.163713337538137E+01,  5.328353812043743E+00,
2450053.504166667, A.D. 1995-Dec-02 00:06:00.0000,  5.196577065975974E+07,  1.265594112264902E+08,  5.485978243141712E+07, -2.850827887624854E+01,  1.163823420945935E+01,  5.328999400369157E+00,
2450053.504861111, A.D. 1995-Dec-02 00:07:00.0000,  5.196406014403380E+07,  1.265601095534892E+08,  5.486010219107818E+07, -2.850892317586425E+01,  1.163933830441379E+01,  5.329646769918943E+00,
2450053.505555556, A.D. 1995-Dec-02 00:08:00.0000,  5.196234958960720E+07,  1.265608079468543E+08,  5.486042198966654E+07, -2.850956921073388E+01,  1.164044567804369E+01,  5.330295928928733E+00,
2450053.506250000, A.D. 1995-Dec-02 00:09:00.0000,  5.196063899633904E+07,  1.265615064067895E+08,  5.486074182725406E+07, -2.851021699096463E+01,  1.164155634723275E+01,  5.330946885331383E+00,
2450053.506944444, A.D. 1995-Dec-02 00:10:00.0000,  5.195892836410106E+07,  1.265622049334957E+08,  5.486106170392449E+07, -2.851086652645506E+01,  1.164267032809764E+01,  5.331599646829789E+00,
2450053.507638889, A.D. 1995-Dec-02 00:11:00.0000,  5.195721769277486E+07,  1.265629035271716E+08,  5.486138161977130E+07, -2.851151782693920E+01,  1.164378763612130E+01,  5.332254220959337E+00,
2450053.508333333, A.D. 1995-Dec-02 00:12:00.0000,  5.195550698224963E+07,  1.265636021880144E+08,  5.486170157489559E+07, -2.851217090202511E+01,  1.164490828627226E+01,  5.332910615140992E+00,
2450053.509027778, A.D. 1995-Dec-02 00:13:00.0000,  5.195379623242003E+07,  1.265643009162210E+08,  5.486202156940451E+07, -2.851282576122851E+01,  1.164603229311094E+01,  5.333568836725950E+00,
2450053.509722222, A.D. 1995-Dec-02 00:14:00.0000,  5.195208544318449E+07,  1.265649997119882E+08,  5.486234160340975E+07, -2.851348241400180E+01,  1.164715967088385E+01,  5.334228893032749E+00,
2450053.510416667, A.D. 1995-Dec-02 00:15:00.0000,  5.195037461444388E+07,  1.265656985755134E+08,  5.486266167702637E+07, -2.851414086975910E+01,  1.164829043360655E+01,  5.334890791377617E+00,
2450053.511111111, A.D. 1995-Dec-02 00:16:00.0000,  5.194866374610017E+07,  1.265663975069950E+08,  5.486298179037171E+07, -2.851480113789757E+01,  1.164942459513627E+01,  5.335554539098887E+00,
2450053.511805556, A.D. 1995-Dec-02 00:17:00.0000,  5.194695283805561E+07,  1.265670965066322E+08,  5.486330194356470E+07, -2.851546322781567E+01,  1.165056216923496E+01,  5.336220143576145E+00,
2450053.512500000, A.D. 1995-Dec-02 00:18:00.0000,  5.194524189021188E+07,  1.265677955746261E+08,  5.486362213672506E+07, -2.851612714892837E+01,  1.165170316962350E+01,  5.336887612244808E+00,
2450053.513194445, A.D. 1995-Dec-02 00:19:00.0000,  5.194353090246952E+07,  1.265684947111788E+08,  5.486394236997288E+07, -2.851679291068006E+01,  1.165284761002794E+01,  5.337556952606746E+00,
2450053.513888889, A.D. 1995-Dec-02 00:20:00.0000,  5.194181987472751E+07,  1.265691939164944E+08,  5.486426264342818E+07, -2.851746052255514E+01,  1.165399550421838E+01,  5.338228172237492E+00,
2450053.514583333, A.D. 1995-Dec-02 00:21:00.0000,  5.194010880688298E+07,  1.265698931907784E+08,  5.486458295721065E+07, -2.851812999408675E+01,  1.165514686604109E+01,  5.338901278790620E+00,
2450053.515277778, A.D. 1995-Dec-02 00:22:00.0000,  5.193839769883094E+07,  1.265705925342380E+08,  5.486490331143937E+07, -2.851880133486394E+01,  1.165630170944476E+01,  5.339576279999718E+00,
