

*******************************************************************************
Ephemeris / WWW_USER Wed Mar 13 11:05:03 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: SOHO (spacecraft) (-21)         {source: SOHO_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1995-Dec-02 00:01:02.0000 TDB
Stop  time      : A.D. 1996-Jan-06 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.240312.p240605
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2024-MAR-12. PREDICTS-> 2024-JUN-04
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2450055.500717592, A.D. 1995-Dec-04 00:01:02.0000, -1.147794312168802E+05, -2.379986652379700E+05, -1.407856905591564E+05, -3.075155491584060E-01, -1.181645697289264E+00, -6.861833270325242E-01,
2450055.542384259, A.D. 1995-Dec-04 01:01:02.0000, -1.158739855657529E+05, -2.422265029709731E+05, -1.432390334994665E+05, -3.006158529110074E-01, -1.166599350469580E+00, -6.776534202777295E-01,
2450055.584050926, A.D. 1995-Dec-04 02:01:02.0000, -1.169458809073578E+05, -2.464045031118930E+05, -1.456656677117575E+05, -2.949189324202552E-01, -1.154574913608716E+00, -6.705153052682700E-01,
2450055.625717592, A.D. 1995-Dec-04 03:01:02.0000, -1.179976564302100E+05, -2.505398735923255E+05, -1.480670020614672E+05, -2.894380798192687E-01, -1.142913993901030E+00, -6.635935531078144E-01,
2450055.667384259, A.D. 1995-Dec-04 04:01:02.0000, -1.190300721152906E+05, -2.546338943412266E+05, -1.504437865743241E+05, -2.841601244911495E-01, -1.131597169834316E+00, -6.568766982967817E-01,
2450055.709050926, A.D. 1995-Dec-04 05:01:02.0000, -1.200438379652657E+05, -2.586877653779630E+05, -1.527967512440377E+05, -2.790729665044949E-01, -1.120606341974361E+00, -6.503538412036241E-01,
2450055.750717592, A.D. 1995-Dec-04 06:01:02.0000, -1.210396139503038E+05, -2.627026366454166E+05, -1.551265560606176E+05, -2.741654060374829E-01, -1.109925110214222E+00, -6.440149817977825E-01,
2450055.792384259, A.D. 1995-Dec-04 07:01:02.0000, -1.220180300867198E+05, -2.666795781516640E+05, -1.574338610248262E+05, -2.694272434323098E-01, -1.099537775357394E+00, -6.378509204883309E-01,
2450055.834050926, A.D. 1995-Dec-04 08:01:02.0000, -1.229796863375330E+05, -2.706196398958928E+05, -1.597192861202435E+05, -2.648489787163650E-01, -1.089430037207016E+00, -6.318530573105937E-01,
2450055.875717592, A.D. 1995-Dec-04 09:01:02.0000, -1.239251227288581E+05, -2.745237918552574E+05, -1.619834013592457E+05, -2.604220120490975E-01, -1.079588696139080E+00, -6.260132924050956E-01,
